condition,fold,round_id,previous_best_seen,best_seen_fitness,best_seen_increment,new_record,round_max_variant,round_max_variant_id,round_max_fitness,n,min,q10,q25,mean,median,q75,q90,max,sd,mean_without_batch_max,max_minus_median,top1_positive_mass_share,fraction_le_0_05,fraction_ge_2,fraction_above_initial_best
kg_base_al,0,2,5.07529943739,5.07529943739,0,False,FYGV,sha256:f52cafbc63f54907fe70c9dca10cdc61e2a00bd2987950932e592feb26c6a1c4,4.11276429473,16,0.00238333334618,0.00676874977272,0.315237362811,2.01212127608,2.56677294912,3.12425436033,3.72738567429,4.11276429473,1.55147648726,1.87207840817,1.54599134561,0.127749639883,0.25,0.625,0.0625
kg_base_al,0,3,5.07529943739,5.07529943739,0,False,YWGC,sha256:6eaa8251777e0d15377180aa6040cc06937ea0d28bcb89c7ce1e116cfe6ce17d,3.75568245268,16,0.00987687693013,0.0694299845143,0.160097710415,1.41745225067,1.18379920316,2.32206993003,2.99926665465,3.75568245268,1.2369764419,1.2615702372,2.57188324952,0.16560004274,0.125,0.375,0
kg_base_al,1,1,4.07312564853,5.07529943739,1.00217378886,True,LYGV,sha256:8adcc9749599afd1dcad3ef9086feca9afaac8e0654ab85131de9e30f5b67919,5.07529943739,16,1.75762656176,2.08858768487,2.83519566549,3.27527013646,3.26220372213,3.79747518317,4.19080197513,5.07529943739,0.879238455486,3.15526818306,1.81309571526,0.0968488709697,0,0.9375,0.125
kg_base_al,1,2,5.07529943739,5.07529943739,0,False,IYGC,sha256:cad29236742d162b31dab9d4587a36b7578ea8c4a2ed7c7ce6832b41dd8696a0,4.4857497292,16,0.00648717952216,0.121567127066,1.99738066865,2.40357601096,2.57896679767,2.98705763898,4.16930918832,4.4857497292,1.37410182408,2.26476442975,1.90678293153,0.116642601189,0.0625,0.75,0.125
kg_base_al,1,3,5.07529943739,5.07529943739,0,False,FFGC,sha256:329ce9c2fffb13eb6f4dd9eb79fd8f142ae7a8c271aa719335bffd316f3b088d,4.36614752354,16,0.00367224930928,0.0910196238376,0.75972751754,1.98956683207,2.34836682108,2.77672678629,3.2097519868,4.36614752354,1.30971689983,1.8311281193,2.01778070245,0.13715760427,0.125,0.6875,0.0625
kg_base_al,2,1,4.07312564853,5.07529943739,1.00217378886,True,LYGV,sha256:8adcc9749599afd1dcad3ef9086feca9afaac8e0654ab85131de9e30f5b67919,5.07529943739,16,0.690206817298,1.7578750893,2.61605073212,3.19657594052,3.35790516635,4.03328971566,4.36169435948,5.07529943739,1.14581742583,3.0713277074,1.71739427104,0.099233123423,0,0.875,0.1875
kg_base_al,2,2,5.07529943739,5.07529943739,0,False,IWGC,sha256:45302fd2336c6f0c849be772b66c0a97eda8cb186cc1ecd62d3bdb256da12568,3.95087308632,16,0.06030813986,0.176748122497,0.862360747543,2.07570800099,2.46698090755,2.97844150388,3.63905647345,3.95087308632,1.34058315507,1.9506969953,1.48389217877,0.118961611063,0,0.5625,0
kg_base_al,2,3,5.07529943739,5.2292463054,0.15394686801,True,IWGM,sha256:67eafa8529a54ee33eb62dea181f14d69b8e8a6c3d3e0f3aca48fadeb52a484e,5.2292463054,16,0.00840349847298,0.0341399451785,0.139937343207,2.23213288584,2.63387458086,3.48488308076,3.89477982266,5.2292463054,1.68393584818,2.03232532453,2.59537172455,0.146419550628,0.25,0.6875,0.0625
kg_base_rag,0,1,4.07312564853,5.07529943739,1.00217378886,True,LYGV,sha256:8adcc9749599afd1dcad3ef9086feca9afaac8e0654ab85131de9e30f5b67919,5.07529943739,16,0.00435052912399,0.483043504144,1.44913884183,2.61815851673,2.75272641069,3.60642591847,4.21685290597,5.07529943739,1.50160121304,2.45434912202,2.3225730267,0.121156229774,0.0625,0.6875,0.125
kg_base_rag,0,2,5.07529943739,5.07529943739,0,False,IYGC,sha256:cad29236742d162b31dab9d4587a36b7578ea8c4a2ed7c7ce6832b41dd8696a0,4.4857497292,16,0.0014128006949,0.00642496465102,0.0329436330744,2.24317019894,2.56677294912,3.35743356014,4.18104369827,4.4857497292,1.66959846608,2.09366489692,1.91897678008,0.124983542581,0.3125,0.6875,0.125
kg_base_rag,0,3,5.07529943739,5.07529943739,0,False,MWAA,sha256:fe558f0cbdacf9dd7d96baffe2594d0f9bc8f317bce6efe9d1bf1afa738f15c9,4.49222585755,16,0.00455035973676,0.00930449517798,0.096031315117,1.79916445327,1.67481177331,3.20491680451,3.9899696,4.49222585755,1.69374710365,1.61962702632,2.81741408425,0.15605250292,0.25,0.4375,0.0625
kg_base_rag,1,1,4.07312564853,4.89372839841,0.82060274988,True,LYAA,sha256:f65687b40c0922c96a93f6017ce7fec555e3d3f654dc7f82b256f4af56aaf32d,4.89372839841,16,0.00316250001705,0.00678608605017,0.130037037738,1.39160906668,0.836284647568,2.444838472,3.30478608144,4.89372839841,1.54146820432,1.15813444457,4.05744375084,0.219787318309,0.25,0.375,0.0625
kg_base_rag,1,2,4.89372839841,5.07529943739,0.18157103898,True,LYGV,sha256:8adcc9749599afd1dcad3ef9086feca9afaac8e0654ab85131de9e30f5b67919,5.07529943739,16,0.0367486035501,0.224744638356,0.417596784952,2.11257923077,2.32470781168,3.73015712473,3.97524865555,5.07529943739,1.66322220538,1.91506455033,2.75059162571,0.150151156566,0.0625,0.5625,0.0625
kg_base_rag,1,3,5.07529943739,5.07529943739,0,False,IFGV,sha256:3fa07c46e7d0259ba56a74c1533d1f8bf13e298dd9bced0e748419291bc4eed0,3.16744549033,16,0.00367224930928,0.00687363505851,0.0422587913223,0.814333492891,0.257255572584,1.21811164172,2.63584241521,3.16744549033,1.12692424362,0.657459359728,2.91018991775,0.243101069616,0.3125,0.25,0
kg_base_rag,2,1,4.07312564853,5.07529943739,1.00217378886,True,LYGV,sha256:8adcc9749599afd1dcad3ef9086feca9afaac8e0654ab85131de9e30f5b67919,5.07529943739,16,0.0101802381501,0.884689919469,2.08389552339,2.47012519731,2.41767802096,2.7296360695,4.31345043437,5.07529943739,1.33533625252,2.29644691464,2.65762141643,0.128417059663,0.125,0.8125,0.1875
kg_base_rag,2,2,5.07529943739,5.07529943739,0,False,LYGC,sha256:6426d92a5e51c3ecccddd0f5343ffaead003713e620db4591cc01d0c82cc0796,4.33564342865,16,0.00134354575888,0.0110179003941,0.573283245984,2.3700736586,2.98933723404,3.55799324827,3.99841680397,4.33564342865,1.62845715463,2.23903567393,1.34630619461,0.114333034886,0.1875,0.6875,0.0625
kg_base_rag,2,3,5.07529943739,5.07529943739,0,False,LFGV,sha256:648a58c1136e58ad2f1666370f4a11707df38a2f596407bb78af38ed9d142ad0,4.02906611368,16,0.00400853140492,0.012001408424,0.0308469914778,1.4505924077,1.52101885548,2.40091898975,3.02894485096,4.02906611368,1.36154176172,1.27869416064,2.50804725819,0.173595719078,0.3125,0.4375,0
