condition,fold,seed,assignment_sha256,run_id,round_id,query_budget,visible_observations,best_seen_fitness,visible_mean_fitness,batch_best_fitness,batch_mean_fitness,batch_median_fitness
fitness_direct,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,fitness_direct-s42-f02-al96-fitness_direct-20260820T103739865434Z,1,16,112,4.07312564853,0.559565356919,2.36240356604,0.338641085351,0.00770825511603
fitness_direct,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,fitness_direct-s42-f02-al96-fitness_direct-20260820T103739865434Z,2,32,128,4.07312564853,0.4959259451,0.429723514222,0.0504500623674,0.00502295936652
fitness_direct,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,fitness_direct-s42-f02-al96-fitness_direct-20260820T103739865434Z,3,48,144,4.07312564853,0.457261538134,1.22656057209,0.14794628241,0.00616105899356
kg_3features_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_base-f00-20260821T110701100360Z,0,0,96,4.07312564853,0.596386068846,,,
kg_3features_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_base-f00-20260821T110701100360Z,1,16,112,5.07529943739,0.908678361302,5.07529943739,2.78243211603,3.0951622005
kg_3features_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_base-f00-20260821T110701100360Z,2,32,128,5.07529943739,1.00886433298,4.33564342865,1.71016613473,1.70308654734
kg_3features_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_base-f00-20260821T110701100360Z,3,48,144,5.07529943739,1.03747001053,4.02906611368,1.26631543097,0.442067102318
kg_3features_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_base-f01-20260821T110701144423Z,0,0,96,4.07312564853,0.596386068846,,,
kg_3features_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_base-f01-20260821T110701144423Z,1,16,112,4.33564342865,0.811323597842,4.33564342865,2.10094877181,2.38395381138
kg_3features_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_base-f01-20260821T110701144423Z,2,32,128,4.4857497292,1.00303596775,4.4857497292,2.34502255713,2.50786217571
kg_3features_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_base-f01-20260821T110701144423Z,3,48,144,5.77203220934,1.05758945771,5.77203220934,1.49401737732,1.45985337592
kg_3features_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_base-f02-20260821T111821854847Z,0,0,96,4.07312564853,0.596386068846,,,
kg_3features_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_base-f02-20260821T111821854847Z,1,16,112,5.15691840607,0.719669481341,5.15691840607,1.45936995631,0.523040740599
kg_3features_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_base-f02-20260821T111821854847Z,2,32,128,6.12380479492,0.995042234797,6.12380479492,2.92265150899,3.03572555549
kg_3features_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_base-f02-20260821T111821854847Z,3,48,144,6.12380479492,0.982642698811,5.44604035341,0.883446410923,0.150647081553
kg_3features_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_rag-f00-20260821T102504288673Z,0,0,96,4.07312564853,0.596386068846,,,
kg_3features_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_rag-f00-20260821T102504288673Z,1,16,112,5.07529943739,0.920636875102,5.07529943739,2.86614171264,3.52635458333
kg_3features_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_rag-f00-20260821T102504288673Z,2,32,128,5.07529943739,1.09672620238,4.4857497292,2.32935149336,2.56677294912
kg_3features_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_3features_rag-f00-20260821T102504288673Z,3,48,144,5.07529943739,1.15099170286,3.7035178707,1.58511570668,1.8801112113
kg_3features_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_rag-f01-20260821T102504172502Z,0,0,96,4.07312564853,0.596386068846,,,
kg_3features_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_rag-f01-20260821T102504172502Z,1,16,112,5.07529943739,0.919676789741,5.07529943739,2.85942111511,3.53618670905
kg_3features_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_rag-f01-20260821T102504172502Z,2,32,128,5.07529943739,1.10358423748,4.33564342865,2.39093637167,2.68968672732
kg_3features_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_3features_rag-f01-20260821T102504172502Z,3,48,144,5.07529943739,1.07645894667,4.02906611368,0.859456620189,0.26246704128
kg_3features_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_rag-f02-20260821T102504274924Z,0,0,96,4.07312564853,0.596386068846,,,
kg_3features_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_rag-f02-20260821T102504274924Z,1,16,112,4.38774529032,0.743454317857,4.38774529032,1.62586381192,1.74253357734
kg_3features_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_rag-f02-20260821T102504274924Z,2,32,128,5.07529943739,0.985615189371,5.07529943739,2.68074128997,3.01754675787
kg_3features_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_3features_rag-f02-20260821T102504274924Z,3,48,144,5.07529943739,1.05633935277,4.02906611368,1.62213265995,1.41663669547
kg_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base-f00-20260820T215844671400Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base-f00-20260820T215844671400Z,1,16,112,4.4857497292,0.823145745053,4.4857497292,2.18370380229,2.2824745173
kg_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base-f00-20260820T215844671400Z,2,32,128,4.4857497292,0.896784943445,3.35884837877,1.41225933219,0.704564517819
kg_base,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base-f00-20260820T215844671400Z,3,48,144,6.02748854644,0.923022380602,6.02748854644,1.13292187786,0.33357783706
kg_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base-f01-20260820T220557763461Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base-f01-20260820T220557763461Z,1,16,112,4.4857497292,0.889458852049,4.4857497292,2.64789555126,2.68439013839
kg_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base-f01-20260820T220557763461Z,2,32,128,5.07529943739,1.09887750105,5.07529943739,2.56480804409,2.78447243404
kg_base,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base-f01-20260820T220557763461Z,3,48,144,5.07529943739,1.09468226163,3.95087308632,1.06112034622,0.439139569438
kg_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base-f02-20260820T222047896228Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base-f02-20260820T222047896228Z,1,16,112,5.07529943739,0.838161241585,5.07529943739,2.28881227802,2.40309729585
kg_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base-f02-20260820T222047896228Z,2,32,128,5.07529943739,0.861204379706,4.02906611368,1.02250634655,0.0450182807896
kg_base,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base-f02-20260820T222047896228Z,3,48,144,5.07529943739,0.906517861913,3.60057588419,1.26902571957,0.977533729839
kg_base_al,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_al-f00-20260820T215844624477Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base_al,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_al-f00-20260820T215844624477Z,1,16,112,5.07529943739,1.01421160903,5.07529943739,3.52116485017,3.52635458333
kg_base_al,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_al-f00-20260820T215844624477Z,2,32,128,5.07529943739,1.13895031742,4.11276429473,2.01212127608,2.56677294912
kg_base_al,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_al-f00-20260820T215844624477Z,3,48,144,5.07529943739,1.16989497667,3.75568245268,1.41745225067,1.18379920316
kg_base_al,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_al-f01-20260820T221313830308Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base_al,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_al-f01-20260820T221313830308Z,1,16,112,5.07529943739,0.979083792791,5.07529943739,3.27527013646,3.26220372213
kg_base_al,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_al-f01-20260820T221313830308Z,2,32,128,5.07529943739,1.15714532006,4.4857497292,2.40357601096,2.57896679767
kg_base_al,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_al-f01-20260820T221313830308Z,3,48,144,5.07529943739,1.24963659917,4.36614752354,1.98956683207,2.34836682108
kg_base_al,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_al-f02-20260820T222618938269Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base_al,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_al-f02-20260820T222618938269Z,1,16,112,5.07529943739,0.9678417648,5.07529943739,3.19657594052,3.35790516635
kg_base_al,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_al-f02-20260820T222618938269Z,2,32,128,5.07529943739,1.10632504432,3.95087308632,2.07570800099,2.46698090755
kg_base_al,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_al-f02-20260820T222618938269Z,3,48,144,5.2292463054,1.23141480449,5.2292463054,2.23213288584,2.63387458086
kg_base_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,1,16,112,5.07529943739,0.885210704258,5.07529943739,2.61815851673,2.75272641069
kg_base_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,2,32,128,5.07529943739,1.05495564109,4.4857497292,2.24317019894,2.56677294912
kg_base_rag,0,11,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,3,48,144,5.07529943739,1.13764550911,4.49222585755,1.79916445327,1.67481177331
kg_base_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,1,16,112,4.89372839841,0.709989354252,4.89372839841,1.39160906668,0.836284647568
kg_base_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,2,32,128,5.07529943739,0.885313088817,5.07529943739,2.11257923077,2.32470781168
kg_base_rag,1,11,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,3,48,144,5.07529943739,0.877426467047,3.16744549033,0.814333492891,0.257255572584
kg_base_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,0,0,96,4.07312564853,0.596386068846,,,
kg_base_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,1,16,112,5.07529943739,0.864063087198,5.07529943739,2.47012519731,2.41767802096
kg_base_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,2,32,128,5.07529943739,1.05231440862,4.33564342865,2.3700736586,2.98933723404
kg_base_rag,2,11,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,3,48,144,5.07529943739,1.09656751963,4.02906611368,1.4505924077,1.52101885548
random,0,42,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,random-s42-f00-al96-random-20260820T102642879211Z,0,0,96,4.07312564853,0.596386068846,,,
random,0,42,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,random-s42-f00-al96-random-20260820T102642879211Z,1,16,112,4.07312564853,0.543230684314,3.46384628304,0.22429837712,0.00443026211847
random,0,42,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,random-s42-f00-al96-random-20260820T102642879211Z,2,32,128,4.07312564853,0.477650919587,0.179306854549,0.0185925664987,0.00360939630218
random,0,42,41fcd7846fac25e1b92a5618a2f23bb9485ba3853ba1589bf49a582144e643bf,random-s42-f00-al96-random-20260820T102642879211Z,3,48,144,4.07312564853,0.439534244805,1.76126924027,0.13460084655,0.00331154586193
random,1,42,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,random-s42-f01-al96-random-20260820T102642882520Z,0,0,96,4.07312564853,0.596386068846,,,
random,1,42,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,random-s42-f01-al96-random-20260820T102642882520Z,1,16,112,4.07312564853,0.529687344719,1.45347223006,0.129494999957,0.00291611018361
random,1,42,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,random-s42-f01-al96-random-20260820T102642882520Z,2,32,128,4.07312564853,0.465304944634,0.147252615173,0.0146281440347,0.0023756382733
random,1,42,72daebcd0f1722a1158cf439068c922b956c9a0954fd50fbc0eaf6090850b327,random-s42-f01-al96-random-20260820T102642882520Z,3,48,144,4.07312564853,0.418572465366,0.294861112701,0.0447126312284,0.0044479374824
random,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,random-s42-f02-al96-random-20260820T103525062996Z,0,0,96,4.07312564853,0.596386068846,,,
random,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,random-s42-f02-al96-random-20260820T103525062996Z,1,16,112,4.07312564853,0.511873880668,0.0146292517796,0.00480075159707,0.0026522820377
random,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,random-s42-f02-al96-random-20260820T103525062996Z,2,32,128,4.07312564853,0.452755358067,0.264689546828,0.0389256998641,0.00604441338251
random,2,42,f2e855f751b46e9a8dbc98f7f0db16123cc6749634207f786445dd57052ef668,random-s42-f02-al96-random-20260820T103525062996Z,3,48,144,4.07312564853,0.419254543627,1.22656057209,0.151248028106,0.00436793124049
